Grade,Gauge,Month,National,Weight Purchased,Weight Sold,Weight Consumed
GT-90,.116 SW,2023-02-01,1,0.0,0.0,8353.846153846154
GT-90,.116 SW,2023-03-01,0,26121.790209790208,0.0,31004.90909090909
GT-90,.116 SW,2023-03-01,1,63474.20979020979,16374.0,17717.090909090908
GT-90,.116 SW,2023-04-01,0,0.0,25027.86,9043.4
GT-90,.116 SW,2023-04-01,1,0.0,0.0,36173.6
GT-90,.116 SW,2023-05-01,0,51237.09090909091,14929.2,0.0
GT-90,.116 SW,2023-05-01,1,43230.90909090909,9344.0,0.0
GT-90,.116 SW,2023-06-01,0,40380.818181818184,30178.38,0.0
GT-90,.116 SW,2023-06-01,1,35911.545454545456,0.0,0.0
GT-90,.116 SW,2023-08-01,0,0.0,0.0,7475.636363636364
GT-90,.116 SW,2023-08-01,1,0.0,34320.0,33640.36363636364
GT-90,.116 SW,2023-10-01,0,0.0,6469.32,65560.15384615384
GT-90,.116 SW,2023-10-01,1,0.0,0.0,29833.846153846152
GT-90,.116 SW,2023-11-01,0,66425.44444444444,0.0,20565.272727272728
GT-90,.116 SW,2023-11-01,1,15660.0,31320.0,71654.72727272726
GT-90,.116 SW,2023-12-01,0,81521.0,34320.0,0.0
GT-90,.116 SW,2023-12-01,1,12219.0,23902.0,0.0
GT-90,.116 SW,2024-01-01,0,0.0,0.0,24138.636363636364
GT-90,.116 SW,2024-01-01,1,0.0,3140.3,7487.727272727272
GT-90,.116 SW,2024-02-01,0,0.0,21874.6099999999,0.0
GT-90,.116 SW,2024-02-01,1,0.0,25308.0,0.0
GT-90,.116 SW,2024-03-01,0,0.0,28142.4,44489.0
GT-90,.116 SW,2024-03-01,1,0.0,14016.0,0.0
GT-90,.116 SW,2024-04-01,0,0.0,36468.0,0.0
GT-90,.116 SW,2024-05-01,0,46936.0,14060.0,0.0
GT-90,.116 SW,2024-06-01,0,0.0,21106.8,44864.0
GT-90,.116 SW,2024-08-01,0,0.0,4290.0,21936.444444444445
GT-90,.116 SW,2024-08-01,1,0.0,0.0,15660.0
GT-90,.116 SW,2024-09-01,1,3533.3571428571427,7008.0,0.0
GT-90,.116 SW,2024-11-01,1,0.0,1406.0,0.0
GT-90,.116 SW,2024-12-01,1,0.0,0.0,3533.3571428571427
GT-90,.116 SW,2025-01-01,1,0.0,8717.2,0.0
GT-90,.125 ST,2022-01-01,0,0.0,12457.8,0.0
GT-90,.125 ST,2022-02-01,0,0.0,5486.8,0.0
GT-90,.125 ST,2022-03-01,0,44278.470588235294,4856.5,0.0
GT-90,.125 ST,2022-03-01,1,19432.823529411766,6316.1,0.0
GT-90,.125 ST,2022-04-01,0,0.0,6458.1,0.0
GT-90,.125 ST,2022-04-01,1,0.0,3277.95,0.0
GT-90,.125 ST,2022-05-01,0,0.0,12338.7,0.0
GT-90,.125 ST,2022-05-01,1,0.0,1471.08,0.0
GT-90,.125 ST,2022-06-01,0,0.0,4002.8,0.0
GT-90,.125 ST,2022-06-01,1,0.0,5880.6,0.0
GT-90,.125 ST,2022-07-01,0,0.0,4623.32,0.0
GT-90,.125 ST,2022-08-01,0,0.0,20120.9,0.0
GT-90,.125 ST,2022-08-01,1,0.0,6470.0,0.0
GT-90,.125 ST,2022-09-01,0,0.0,25264.879999999997,0.0
GT-90,.125 ST,2022-09-01,1,0.0,6189.700000000001,0.0
GT-90,.125 ST,2022-10-01,0,0.0,0.0,19628.0
GT-90,.125 ST,2022-10-01,1,0.0,0.0,11216.0
GT-90,.125 ST,2022-11-01,0,0.0,10321.5,0.0
GT-90,.125 ST,2022-12-01,1,0.0,7995.0,0.0
GT-90,.125 ST,2023-01-01,0,0.0,4403.25,24650.470588235294
GT-90,.125 ST,2023-01-01,1,0.0,1758.9,8216.823529411766
GT-90,.125 ST,2023-02-01,0,40750.04248366013,2662.25,0.0
GT-90,.125 ST,2023-02-01,1,28244.516339869282,1630.98,0.0
GT-90,.125 ST,2023-03-01,0,0.0,7639.5,0.0
GT-90,.125 ST,2023-03-01,1,0.0,7639.5,0.0
GT-90,.125 ST,2023-04-01,0,0.0,4797.05,0.0
GT-90,.125 ST,2023-04-01,1,0.0,1758.9,0.0
GT-90,.125 ST,2023-05-01,0,94658.71200980392,2250.55,0.0
GT-90,.125 ST,2023-05-01,1,42841.123774509804,7639.5,0.0
GT-90,.125 ST,2023-06-01,0,0.0,13618.87,0.0
GT-90,.125 ST,2023-06-01,1,0.0,1607.0,0.0
GT-90,.125 ST,2023-07-01,0,0.0,4305.4,26517.277777777777
GT-90,.125 ST,2023-07-01,1,0.0,3365.9,11165.222222222223
GT-90,.125 ST,2023-08-01,0,0.0,6949.75,0.0
GT-90,.125 ST,2023-09-01,0,0.0,5620.45,0.0
GT-90,.125 ST,2023-09-01,1,0.0,2980.4,0.0
GT-90,.125 ST,2023-10-01,0,0.0,5400.81,14232.764705882353
GT-90,.125 ST,2023-10-01,1,0.0,0.0,17079.29411764706
GT-90,.125 ST,2023-11-01,0,0.0,4513.29,0.0
GT-90,.125 ST,2023-11-01,1,0.0,17501.06,0.0
GT-90,.125 ST,2023-12-01,0,0.0,13603.55,0.0
GT-90,.125 ST,2024-01-01,0,0.0,0.0,20716.0625
GT-90,.125 ST,2024-01-01,1,0.0,5133.1,17528.9375
GT-90,.125 ST,2024-02-01,0,0.0,2152.7,0.0
GT-90,.125 ST,2024-02-01,1,0.0,6648.4,0.0
GT-90,.125 ST,2024-03-01,0,0.0,4699.2,0.0
GT-90,.125 ST,2024-03-01,1,0.0,15990.0,0.0
GT-90,.125 ST,2024-04-01,0,0.0,9913.3,19273.333333333336
GT-90,.125 ST,2024-04-01,1,0.0,3751.7,6883.333333333334
GT-90,.125 ST,2024-05-01,0,0.0,4699.2,0.0
GT-90,.125 ST,2024-06-01,0,0.0,4987.35,0.0
GT-90,.125 ST,2024-07-01,1,0.0,3455.4,0.0
GT-90,.125 ST,2024-08-01,0,0.0,7265.27,21788.375
GT-90,.125 ST,2024-08-01,1,0.0,0.0,12450.5
GT-90,.125 ST,2024-09-01,1,0.0,15990.0,0.0
GT-90,.125 ST,2024-10-01,0,34753.307692307695,2546.5,32880.94117647059
GT-90,.125 ST,2024-10-01,1,1930.7692307692307,3970.92,5978.35294117647
GT-90,.125 ST,2024-11-01,0,24813.0,15831.400000000001,0.0
GT-90,.125 ST,2024-12-01,0,0.0,22186.38,0.0
GT-90,.125 ST,2024-12-01,1,0.0,2310.0,0.0
GT-90,.125 ST,2025-01-01,0,0.0,252858.5,0.0
GT-90,.125 ST,2025-01-01,1,0.0,31596.0,0.0
GT-90,.125 SW,2022-01-01,0,0.0,11022.0,0.0
GT-90,.125 SW,2022-02-01,0,223219.44444444444,17535.0,0.0
GT-90,.125 SW,2022-02-01,1,24071.955555555556,0.0,0.0
GT-90,.125 SW,2022-03-01,0,172734.93131313132,54092.969999999994,0.0
GT-90,.125 SW,2022-03-01,1,66511.96868686868,66516.1,0.0
GT-90,.125 SW,2022-04-01,0,729976.9053030303,71820.8599999999,0.0
GT-90,.125 SW,2022-04-01,1,154075.81590909092,19539.0,0.0
GT-90,.125 SW,2022-05-01,0,180015.2833721834,175852.6699999999,0.0
GT-90,.125 SW,2022-05-01,1,81312.61662781663,11497.95,0.0
GT-90,.125 SW,2022-06-01,0,0.0,94140.40999999999,223219.44444444444
GT-90,.125 SW,2022-06-01,1,0.0,0.0,24071.955555555556
GT-90,.125 SW,2022-07-01,0,0.0,13056.05999999999,172734.93131313132
GT-90,.125 SW,2022-07-01,1,0.0,47148.28,66511.96868686868
GT-90,.125 SW,2022-08-01,0,0.0,230255.09,194100.70757575758
GT-90,.125 SW,2022-08-01,1,0.0,54207.37,89629.58333333333
GT-90,.125 SW,2022-09-01,0,0.0,223195.5,26840.181818181816
GT-90,.125 SW,2022-09-01,1,0.0,65146.7,22366.81818181818
GT-90,.125 SW,2022-10-01,0,0.0,25105.28,223167.0909090909
GT-90,.125 SW,2022-10-01,1,0.0,20290.5,9227.272727272728
GT-90,.125 SW,2022-11-01,0,0.0,132103.69,43382.3
GT-90,.125 SW,2022-11-01,1,0.0,25718.0,26746.199999999997
GT-90,.125 SW,2022-12-01,0,98700.0,36885.29,0.0
GT-90,.125 SW,2022-12-01,1,0.0,7515.0,0.0
GT-90,.125 SW,2023-01-01,0,148273.55897435898,29013.749999999993,130084.17777777779
GT-90,.125 SW,2023-01-01,1,53140.44102564103,14579.1,9357.822222222223
GT-90,.125 SW,2023-02-01,0,276222.10000000003,35811.80999999989,9920.76923076923
GT-90,.125 SW,2023-02-01,1,29845.899999999998,11355.17,33069.23076923077
GT-90,.125 SW,2023-03-01,0,0.0,84669.0,168938.41136363638
GT-90,.125 SW,2023-03-01,1,0.0,29158.2,18535.488636363636
GT-90,.125 SW,2023-04-01,0,268612.63636363635,38992.0,212258.55000000002
GT-90,.125 SW,2023-04-01,1,59347.36363636364,14579.1,26456.016666666666
GT-90,.125 SW,2023-05-01,0,563388.8965811966,120694.2399999999,148273.55897435898
GT-90,.125 SW,2023-05-01,1,108247.9923076923,22394.7,53140.44102564103
GT-90,.125 SW,2023-06-01,0,342995.0,83563.46,86884.0
GT-90,.125 SW,2023-06-01,1,0.0,13895.2399999999,0.0
GT-90,.125 SW,2023-07-01,0,0.0,187557.69999999998,58383.100000000006
GT-90,.125 SW,2023-07-01,1,0.0,28474.339999999902,29845.899999999998
GT-90,.125 SW,2023-08-01,0,0.0,96514.31,186122.63636363635
GT-90,.125 SW,2023-08-01,1,0.0,13977.9,37735.36363636364
GT-90,.125 SW,2023-09-01,0,177081.4166666667,148337.75,188010.0
GT-90,.125 SW,2023-09-01,1,49995.583333333336,22995.9,0.0
GT-90,.125 SW,2023-10-01,0,0.0,22420.59,90369.8
GT-90,.125 SW,2023-10-01,1,0.0,0.0,48874.2
GT-90,.125 SW,2023-11-01,0,0.0,68820.54000000001,209789.38888888888
GT-90,.125 SW,2023-11-01,1,0.0,61034.33,24482.5
GT-90,.125 SW,2023-12-01,0,197368.15353535354,280421.88999999996,52009.0
GT-90,.125 SW,2023-12-01,1,186931.5936868687,18036.0,8542.0
GT-90,.125 SW,2024-01-01,0,119921.98333333334,69806.0,485468.7076923077
GT-90,.125 SW,2024-01-01,1,51094.99444444445,55507.46,47961.2923076923
GT-90,.125 SW,2024-02-01,0,109416.14444444445,61732.04999999999,129582.75
GT-90,.125 SW,2024-02-01,1,69618.52222222222,35854.9,11800.25
GT-90,.125 SW,2024-03-01,0,43133.125,451501.2,141680.6666666667
GT-90,.125 SW,2024-03-01,1,46836.875,15030.0,38195.333333333336
GT-90,.125 SW,2024-04-01,0,530744.1111111111,135152.27,46485.75
GT-90,.125 SW,2024-04-01,1,24511.88888888889,21418.59,53290.916666666664
GT-90,.125 SW,2024-05-01,0,57514.1,51369.2,87327.45
GT-90,.125 SW,2024-05-01,1,6029.625,0.0,34634.075
GT-90,.125 SW,2024-06-01,0,0.0,48542.39,31531.90909090909
GT-90,.125 SW,2024-06-01,1,0.0,0.0,55021.09090909091
GT-90,.125 SW,2024-07-01,0,0.0,0.0,32023.044444444444
GT-90,.125 SW,2024-07-01,1,0.0,52826.2799999999,43985.51111111111
GT-90,.125 SW,2024-08-01,0,0.0,48402.45,35305.066666666666
GT-90,.125 SW,2024-08-01,1,0.0,0.0,75435.57777777777
GT-90,.125 SW,2024-09-01,0,0.0,12179.31,13022.699999999999
GT-90,.125 SW,2024-09-01,1,0.0,48597.0,71061.3
GT-90,.125 SW,2024-10-01,0,0.0,17802.2,143286.58333333334
GT-90,.125 SW,2024-10-01,1,0.0,55687.8299999999,4113.416666666667
GT-90,.125 SW,2024-11-01,0,0.0,43904.2999999999,184485.77777777778
GT-90,.125 SW,2024-11-01,1,0.0,27221.0,10778.222222222223
GT-90,.125 SW,2024-12-01,0,87114.33333333333,236335.73,292986.2361111111
GT-90,.125 SW,2024-12-01,1,10660.666666666666,21977.199999999997,30673.76388888889
GT-90,.125 SW,2025-01-01,0,187614.0,0.0,0.0
GT-90,.134 ST,2022-02-01,0,40522.34722222222,21569.4,0.0
GT-90,.134 ST,2022-02-01,1,19669.76388888889,2100.0,0.0
GT-90,.134 ST,2022-03-01,0,0.0,14595.0,0.0
GT-90,.134 ST,2022-03-01,1,0.0,7488.9,0.0
GT-90,.134 ST,2022-04-01,0,0.0,17066.5,0.0
GT-90,.134 ST,2022-04-01,1,0.0,1713.0,0.0
GT-90,.134 ST,2022-05-01,0,0.0,16000.8,0.0
GT-90,.134 ST,2022-05-01,1,0.0,3945.1800000000003,0.0
GT-90,.134 ST,2022-06-01,0,47441.0,14610.0,0.0
GT-90,.134 ST,2022-06-01,1,21584.70588235294,8757.119999999999,0.0
GT-90,.134 ST,2022-07-01,0,0.0,14655.439999999999,20957.625
GT-90,.134 ST,2022-07-01,1,0.0,0.0,11284.875
GT-90,.134 ST,2022-08-01,0,0.0,29318.4,0.0
GT-90,.134 ST,2022-08-01,1,0.0,8883.720000000001,0.0
GT-90,.134 ST,2022-09-01,0,0.0,14415.9,19564.722222222223
GT-90,.134 ST,2022-09-01,1,0.0,19344.88,8384.888888888889
GT-90,.134 ST,2022-10-01,0,0.0,5214.299999999999,24953.941176470587
GT-90,.134 ST,2022-10-01,1,0.0,2188.8,11090.70588235294
GT-90,.134 ST,2022-11-01,1,0.0,5282.0,0.0
GT-90,.134 ST,2022-12-01,0,0.0,2363.6,0.0
GT-90,.134 ST,2023-01-01,0,49227.375,7416.4,0.0
GT-90,.134 ST,2023-01-01,1,17461.3125,5730.27,0.0
GT-90,.134 ST,2023-02-01,0,0.0,9833.08,22487.058823529413
GT-90,.134 ST,2023-02-01,1,0.0,3930.72,10494.0
GT-90,.134 ST,2023-03-01,0,54322.0,12126.0,0.0
GT-90,.134 ST,2023-03-01,1,11129.875,9568.8,0.0
GT-90,.134 ST,2023-04-01,0,0.0,5388.9,0.0
GT-90,.134 ST,2023-04-01,1,0.0,6836.4,0.0
GT-90,.134 ST,2023-05-01,0,72951.625,12066.4,22183.875
GT-90,.134 ST,2023-05-01,1,17453.0,9568.8,9507.375
GT-90,.134 ST,2023-06-01,0,34647.0625,26377.2,27043.5
GT-90,.134 ST,2023-06-01,1,7871.875,2207.04,7953.9375
GT-90,.134 ST,2023-07-01,0,0.0,11168.4,35315.5
GT-90,.134 ST,2023-07-01,1,0.0,3920.04,3210.5
GT-90,.134 ST,2023-08-01,0,39244.243055555555,18348.59999999998,19006.5
GT-90,.134 ST,2023-08-01,1,13110.916666666668,0.0,7919.375
GT-90,.134 ST,2023-09-01,0,0.0,38802.87999999992,0.0
GT-90,.134 ST,2023-09-01,1,0.0,8647.75,0.0
GT-90,.134 ST,2023-11-01,0,0.0,8257.0,0.0
GT-90,.134 ST,2023-11-01,1,0.0,2024.64,0.0
GT-90,.134 ST,2023-12-01,0,0.0,27374.5,39554.805555555555
GT-90,.134 ST,2023-12-01,1,0.0,8293.49999999998,16338.041666666668
GT-90,.134 ST,2024-01-01,0,0.0,2790.05,0.0
GT-90,.134 ST,2024-01-01,1,0.0,5233.75,0.0
GT-90,.134 ST,2024-02-01,0,0.0,5378.4,0.0
GT-90,.134 ST,2024-02-01,1,0.0,3813.0,0.0
GT-90,.134 ST,2024-03-01,0,0.0,2923.8,23716.875
GT-90,.134 ST,2024-03-01,1,0.0,0.0,3162.25
GT-90,.134 ST,2024-04-01,0,0.0,16713.1,25342.0
GT-90,.134 ST,2024-04-01,1,0.0,4549.68,7919.375
GT-90,.134 ST,2024-05-01,0,0.0,8479.2,0.0
GT-90,.134 ST,2024-06-01,0,0.0,8029.299999999999,15797.5
GT-90,.134 ST,2024-06-01,1,0.0,5282.0,3159.5
GT-90,.134 ST,2024-07-01,0,0.0,4440.0,0.0
GT-90,.134 ST,2024-08-01,0,0.0,16341.15,18849.5625
GT-90,.134 ST,2024-08-01,1,0.0,0.0,4712.375
GT-90,.134 ST,2024-09-01,0,36603.066666666666,15796.0,23582.1875
GT-90,.134 ST,2024-09-01,1,0.0,2736.8,3144.25
GT-90,.134 ST,2024-10-01,0,32837.0,12678.4,0.0
GT-90,.134 ST,2024-10-01,1,0.0,2577.15,0.0
GT-90,.134 ST,2024-11-01,0,32015.571428571428,10053.0,0.0
GT-90,.134 ST,2024-11-01,1,0.0,2225.28,0.0
GT-90,.134 ST,2024-12-01,0,0.0,23734.34,36603.066666666666
GT-90,.134 SW,2022-01-01,0,0.0,81025.0,16828.666666666668
GT-90,.134 SW,2022-02-01,0,270428.50678210676,208465.2299999999,19977.30769230769
GT-90,.134 SW,2022-02-01,1,271098.9056277056,16634.5,19977.30769230769
GT-90,.134 SW,2022-03-01,0,209707.49913419914,210008.2599999999,0.0
GT-90,.134 SW,2022-03-01,1,110317.30086580086,57118.2,0.0
GT-90,.134 SW,2022-04-01,0,343188.5053030303,142624.85999999996,0.0
GT-90,.134 SW,2022-04-01,1,77720.11111111111,10553.400000000001,0.0
GT-90,.134 SW,2022-05-01,0,0.0,59013.479999999996,34598.0
GT-90,.134 SW,2022-05-01,1,0.0,25360.14,5766.333333333333
GT-90,.134 SW,2022-06-01,0,66496.90909090909,81046.82,233900.4067821068
GT-90,.134 SW,2022-06-01,1,24976.36363636364,68212.31,255444.00562770563
GT-90,.134 SW,2022-07-01,0,41525.25,78681.22,202907.59913419915
GT-90,.134 SW,2022-07-01,1,36264.0,44545.5,120556.20086580087
GT-90,.134 SW,2022-08-01,0,76883.23809523809,130969.47,205245.65277777778
GT-90,.134 SW,2022-08-01,1,12480.535714285714,28071.78,31540.777777777777
GT-90,.134 SW,2022-09-01,0,197240.33636363636,125062.82,74523.33333333333
GT-90,.134 SW,2022-09-01,1,41939.781818181815,84523.19999999998,51595.33333333333
GT-90,.134 SW,2022-10-01,0,48068.333333333336,53424.489999999896,173244.42828282827
GT-90,.134 SW,2022-10-01,1,48538.66666666667,33765.599999999904,24976.36363636364
GT-90,.134 SW,2022-11-01,0,81133.48051948051,119761.5,41525.25
GT-90,.134 SW,2022-11-01,1,42910.7012987013,28064.379999999997,36264.0
GT-90,.134 SW,2022-12-01,0,76882.3,45113.96,40711.666666666664
GT-90,.134 SW,2022-12-01,1,3939.7,45514.5,0.0
GT-90,.134 SW,2023-01-01,0,142599.65,59852.43,22421.0
GT-90,.134 SW,2023-01-01,1,30792.6,27606.739999999998,5605.25
GT-90,.134 SW,2023-02-01,0,451118.3333333333,91482.33,113217.90779220778
GT-90,.134 SW,2023-02-01,1,53166.666666666664,7027.610000000001,43676.06753246753
GT-90,.134 SW,2023-03-01,0,257335.25,68965.45,145841.33333333334
GT-90,.134 SW,2023-03-01,1,38382.625,29400.3,53677.66666666667
GT-90,.134 SW,2023-04-01,0,153385.16666666666,135574.9,76882.3
GT-90,.134 SW,2023-04-01,1,43156.833333333336,33705.08,3939.7
GT-90,.134 SW,2023-05-01,0,402292.4212121212,241122.2,62455.88051948052
GT-90,.134 SW,2023-05-01,1,54633.048484848485,10073.7,60706.3012987013
GT-90,.134 SW,2023-06-01,0,403937.3921356422,75895.53,161437.25
GT-90,.134 SW,2023-06-01,1,138499.87373737374,7571.27,7039.0
GT-90,.134 SW,2023-07-01,0,0.0,48911.090000000004,521120.8333333334
GT-90,.134 SW,2023-07-01,1,0.0,14606.87,91257.16666666667
GT-90,.134 SW,2023-08-01,0,527967.2959595959,272279.49,506931.81666666665
GT-90,.134 SW,2023-08-01,1,66306.26262626263,78175.68000000001,16236.058333333334
GT-90,.134 SW,2023-09-01,0,418671.51507381507,654843.5299999999,63281.97222222222
GT-90,.134 SW,2023-09-01,1,65302.32836052836,107315.63,129020.05555555556
GT-90,.134 SW,2023-10-01,0,263096.0424242424,8348.56,182845.32900432902
GT-90,.134 SW,2023-10-01,1,141994.81868686868,0.0,65167.159090909096
GT-90,.134 SW,2023-11-01,0,172608.25,111167.84,282222.0353535354
GT-90,.134 SW,2023-11-01,1,12742.75,6260.08999999999,36377.35353535354
GT-90,.134 SW,2023-12-01,0,383604.9936868687,184166.32,358315.05353535357
GT-90,.134 SW,2023-12-01,1,61033.48484848485,123566.08,40694.780303030304
GT-90,.134 SW,2024-01-01,0,0.0,236203.61,435357.9473970474
GT-90,.134 SW,2024-01-01,1,0.0,12130.62,21105.274825174827
GT-90,.134 SW,2024-02-01,0,55226.545454545456,317976.44,97404.7
GT-90,.134 SW,2024-02-01,1,19260.454545454544,36928.78,5088.3
GT-90,.134 SW,2024-03-01,0,54019.857142857145,212703.6199999998,120823.1202020202
GT-90,.134 SW,2024-03-01,1,33967.142857142855,50629.05,54236.989898989894
GT-90,.134 SW,2024-04-01,0,0.0,98471.93,192809.55454545454
GT-90,.134 SW,2024-04-01,1,0.0,52647.49,43864.19545454546
GT-90,.134 SW,2024-05-01,0,143387.96666666667,126573.44999999981,105927.48787878788
GT-90,.134 SW,2024-05-01,1,17762.7,45604.5,104353.12323232323
GT-90,.134 SW,2024-06-01,0,53530.333333333336,62931.170000000006,133646.73333333334
GT-90,.134 SW,2024-06-01,1,43352.5,57419.38,4181.416666666667
GT-90,.134 SW,2024-07-01,0,259375.79166666666,56544.06,102624.40909090909
GT-90,.134 SW,2024-07-01,1,0.0,10668.0,34816.045454545456
GT-90,.134 SW,2024-08-01,0,0.0,162817.5099999998,126826.82954545454
GT-90,.134 SW,2024-08-01,1,0.0,0.0,34778.77272727273
GT-90,.134 SW,2024-09-01,0,91938.75,205131.59,156000.0
GT-90,.134 SW,2024-09-01,1,0.0,15383.17,19260.454545454544
GT-90,.134 SW,2024-10-01,0,149451.0,60875.11,228200.40764790765
GT-90,.134 SW,2024-10-01,1,0.0,30307.27,46588.642857142855
GT-90,.134 SW,2024-11-01,0,193015.0,60408.85,116539.8
GT-90,.134 SW,2024-11-01,1,0.0,2894.19,5141.2
GT-90,.134 SW,2024-12-01,0,0.0,130287.48,143770.83333333334
GT-90,.134 SW,2024-12-01,1,0.0,50631.3,8911.0
GT-90,.134 SW,2025-01-01,0,97467.0,0.0,53881.25
GT-90,.134 SW,2025-01-01,1,0.0,0.0,34441.5
GT-90,.145 ST,2022-01-01,0,0.0,12618.119999999999,0.0
GT-90,.145 ST,2022-02-01,0,0.0,7608.13,0.0
GT-90,.145 ST,2022-02-01,1,0.0,6544.5,0.0
GT-90,.145 ST,2022-03-01,0,0.0,11504.5,0.0
GT-90,.145 ST,2022-03-01,1,0.0,4774.62,0.0
GT-90,.145 ST,2022-04-01,0,0.0,5616.0599999999995,0.0
GT-90,.145 ST,2022-05-01,0,0.0,18246.6,0.0
GT-90,.145 ST,2022-06-01,0,24135.928571428572,10751.24,0.0
GT-90,.145 ST,2022-06-01,1,1682.642857142857,0.0,0.0
GT-90,.145 ST,2022-07-01,0,0.0,9294.23,0.0
GT-90,.145 ST,2022-08-01,0,0.0,31059.129999999997,0.0
GT-90,.145 ST,2022-08-01,1,0.0,2016.9,0.0
GT-90,.145 ST,2022-09-01,0,0.0,11045.74,0.0
GT-90,.145 ST,2022-09-01,1,0.0,2212.1,0.0
GT-90,.145 ST,2022-10-01,1,0.0,3075.0,0.0
GT-90,.145 ST,2022-11-01,0,0.0,11812.44,0.0
GT-90,.145 ST,2022-11-01,1,0.0,2525.1,0.0
GT-90,.145 ST,2022-12-01,0,0.0,2525.1,10095.785714285714
GT-90,.145 ST,2022-12-01,1,0.0,0.0,1682.642857142857
GT-90,.145 ST,2023-01-01,0,42035.642857142855,9308.099999999999,0.0
GT-90,.145 ST,2023-01-01,1,3519.5,1787.52,0.0
GT-90,.145 ST,2023-02-01,0,0.0,4064.44,0.0
GT-90,.145 ST,2023-03-01,0,20980.214285714286,11920.4,14040.142857142857
GT-90,.145 ST,2023-03-01,1,6993.428571428571,4224.29,0.0
GT-90,.145 ST,2023-04-01,0,0.0,3105.75,0.0
GT-90,.145 ST,2023-05-01,0,0.0,2658.0,0.0
GT-90,.145 ST,2023-06-01,0,84895.48608058608,8927.13,17597.642857142855
GT-90,.145 ST,2023-06-01,1,9367.60989010989,0.0,3519.5
GT-90,.145 ST,2023-07-01,0,0.0,2016.9,0.0
GT-90,.145 ST,2023-08-01,0,39148.09523809524,0.0,24438.0
GT-90,.145 ST,2023-08-01,1,3547.8571428571427,0.0,0.0
GT-90,.145 ST,2023-09-01,0,0.0,16910.7,0.0
GT-90,.145 ST,2023-09-01,1,0.0,2921.25,0.0
GT-90,.145 ST,2023-10-01,0,0.0,0.0,10232.571428571428
GT-90,.145 ST,2023-10-01,1,0.0,0.0,3410.8571428571427
GT-90,.145 ST,2023-11-01,0,53303.66666666667,7232.629999999999,10747.642857142857
GT-90,.145 ST,2023-11-01,1,8692.5,0.0,3582.5714285714284
GT-90,.145 ST,2023-12-01,0,0.0,22777.8,0.0
GT-90,.145 ST,2024-01-01,0,0.0,9441.1,14191.42857142857
GT-90,.145 ST,2024-01-01,1,0.0,4938.15,3547.8571428571427
GT-90,.145 ST,2024-02-01,0,0.0,3700.0,0.0
GT-90,.145 ST,2024-02-01,1,0.0,4633.2,0.0
GT-90,.145 ST,2024-04-01,0,0.0,7777.1,17826.071428571428
GT-90,.145 ST,2024-04-01,1,0.0,3589.0,1782.642857142857
GT-90,.145 ST,2024-05-01,0,0.0,12841.5,0.0
GT-90,.145 ST,2024-06-01,0,0.0,5159.7,13485.538461538461
GT-90,.145 ST,2024-06-01,1,0.0,2525.1,5779.538461538461
GT-90,.145 ST,2024-08-01,0,0.0,4033.8,21665.142857142855
GT-90,.145 ST,2024-08-01,1,0.0,0.0,1805.4285714285713
GT-90,.145 ST,2024-09-01,0,0.0,10585.2,24956.666666666668
GT-90,.145 ST,2024-09-01,1,0.0,2658.0,0.0
GT-90,.145 ST,2024-10-01,0,0.0,2767.5,0.0
GT-90,.145 ST,2024-10-01,1,0.0,2111.55,0.0
GT-90,.145 ST,2024-11-01,0,0.0,3955.37,12169.5
GT-90,.145 ST,2024-11-01,1,0.0,0.0,8692.5
GT-90,.145 ST,2024-12-01,0,0.0,15836.009999999998,31918.733333333334
GT-90,.145 ST,2024-12-01,1,0.0,6801.299999999999,0.0
GT-90,.145 ST,2025-01-01,0,0.0,61440.649999999994,0.0
GT-90,.145 SW,2022-01-01,0,0.0,0.0,0.0
GT-90,.145 SW,2022-02-01,0,0.0,49452.56,68718.33333333334
GT-90,.145 SW,2022-02-01,1,0.0,21695.0,11508.222222222223
GT-90,.145 SW,2022-03-01,0,0.0,22869.0,0.0
GT-90,.145 SW,2022-03-01,1,0.0,21733.98,0.0
GT-90,.145 SW,2022-04-01,0,0.0,61204.63,156632.80952380953
GT-90,.145 SW,2022-04-01,1,0.0,6509.4,7124.142857142857
GT-90,.145 SW,2022-05-01,0,46374.0,148287.96,61018.0
GT-90,.145 SW,2022-05-01,1,10128.0,15365.61,6721.0
GT-90,.145 SW,2022-06-01,0,0.0,34241.1999999998,150168.38636363635
GT-90,.145 SW,2022-06-01,1,0.0,0.0,13077.272727272728
GT-90,.145 SW,2022-07-01,0,145763.86525974027,64146.0,25522.535714285714
GT-90,.145 SW,2022-07-01,1,49599.795454545456,0.0,12599.5
GT-90,.145 SW,2022-08-01,0,176620.72817460317,122011.73,0.0
GT-90,.145 SW,2022-08-01,1,7051.571428571428,9659.4,0.0
GT-90,.145 SW,2022-09-01,0,63757.71428571429,38051.76,122552.86111111111
GT-90,.145 SW,2022-09-01,1,38393.95238095238,5139.0,17586.819444444445
GT-90,.145 SW,2022-10-01,0,95701.0380952381,20053.28,117874.23232323233
GT-90,.145 SW,2022-10-01,1,140099.53492063493,79158.0,21952.545454545456
GT-90,.145 SW,2022-11-01,0,69070.56767676768,48198.6,94952.66071428571
GT-90,.145 SW,2022-11-01,1,53578.907070707064,20028.4,17687.5
GT-90,.145 SW,2022-12-01,0,0.0,43402.0399999999,182096.47817460317
