Grade,Gauge,Month,National,Weight Purchased,Weight Sold,Weight Consumed
DC,.204 ST,2023-01-01,1,0.0,39883.05999999999,3697.076923076923
DC,.204 ST,2023-02-01,0,21125.534615384615,12493.79,0.0
DC,.204 ST,2023-02-01,1,57053.373076923075,65072.28999999989,0.0
DC,.204 ST,2023-03-01,0,0.0,30104.68,0.0
DC,.204 ST,2023-03-01,1,0.0,67072.81999999998,41048.958041958045
DC,.204 ST,2023-04-01,0,17285.410256410258,0.0,0.0
DC,.204 ST,2023-04-01,1,84956.40128205129,118077.56999999999,100640.75324675326
DC,.204 ST,2023-05-01,0,0.0,0.0,6683.35
DC,.204 ST,2023-05-01,1,0.0,73140.67999999998,42616.566666666666
DC,.204 ST,2023-06-01,0,18448.166666666668,27714.0,21125.534615384615
DC,.204 ST,2023-06-01,1,118473.96153846155,72163.96999999999,57053.373076923075
DC,.204 ST,2023-07-01,0,7786.153846153846,6247.3,0.0
DC,.204 ST,2023-07-01,1,31879.23076923077,67036.05,0.0
DC,.204 ST,2023-08-01,0,43494.84137529138,10527.64,0.0
DC,.204 ST,2023-08-01,1,162215.1118881119,73772.65,0.0
DC,.204 ST,2023-09-01,0,0.0,2978.63,1988.75
DC,.204 ST,2023-09-01,1,0.0,84242.63999999998,21285.85
DC,.204 ST,2023-10-01,0,12391.051282051281,1256.84,15296.660256410256
DC,.204 ST,2023-10-01,1,69758.0064102564,57243.46,63670.55128205128
DC,.204 ST,2023-11-01,0,0.0,14289.8,0.0
DC,.204 ST,2023-11-01,1,0.0,45090.3,0.0
DC,.204 ST,2023-12-01,0,15175.166666666668,15057.23,10872.727272727272
DC,.204 ST,2023-12-01,1,80282.5,46330.44999999999,19245.552447552447
DC,.204 ST,2024-01-01,0,0.0,0.0,16371.25
DC,.204 ST,2024-01-01,1,33681.0,47028.5,82808.33333333334
DC,.204 ST,2024-02-01,0,2026.2727272727273,0.0,6821.216666666667
DC,.204 ST,2024-02-01,1,30393.636363636364,56774.8,49235.166666666664
DC,.204 ST,2024-03-01,0,10371.818181818182,3383.34,9901.653846153846
DC,.204 ST,2024-03-01,1,22818.0,46271.33999999999,50918.730769230766
DC,.204 ST,2024-04-01,0,11641.179487179488,2575.5,6363.166666666666
DC,.204 ST,2024-04-01,1,73044.92307692308,60328.899999999994,23331.583333333332
DC,.204 ST,2024-05-01,0,25695.0,10383.0,3912.3846153846152
DC,.204 ST,2024-05-01,1,12263.5,31770.19999999999,75273.14277389277
DC,.204 ST,2024-06-01,0,0.0,7013.00999999999,4019.230769230769
DC,.204 ST,2024-06-01,1,0.0,73759.07,8038.384615384615
DC,.204 ST,2024-07-01,0,18562.899999999998,4757.0,23858.583333333332
DC,.204 ST,2024-07-01,1,16242.599999999999,71646.3,94529.58333333334
DC,.204 ST,2024-08-01,0,21687.236363636363,3069.13,13088.022727272728
DC,.204 ST,2024-08-01,1,48201.490909090906,53197.19999999998,41455.55303030303
DC,.204 ST,2024-09-01,0,0.0,12181.64,19940.664335664336
DC,.204 ST,2024-09-01,1,0.0,91186.65,73722.92307692308
DC,.204 ST,2024-10-01,0,19606.909090909092,9371.7,0.0
DC,.204 ST,2024-10-01,1,15249.81818181818,46255.24999999999,21429.0
DC,.204 ST,2024-11-01,0,39313.333333333336,0.0,2072.3333333333335
DC,.204 ST,2024-11-01,1,36445.0,80610.54000000001,31085.0
DC,.204 ST,2024-12-01,0,31243.333333333336,10955.5,0.0
DC,.204 ST,2024-12-01,1,5680.555555555556,41641.01,0.0
DC,.204 ST,2025-01-01,0,17615.0,0.0,44363.55303030303
DC,.204 ST,2025-01-01,1,26422.666666666664,161446.84999999998,128181.00757575758
DC,.204 SW,2022-01-01,0,0.0,0.0,4733.0
DC,.204 SW,2022-01-01,1,0.0,54365.309999999896,0.0
DC,.204 SW,2022-02-01,0,72013.54365079365,91366.0,49957.0
DC,.204 SW,2022-02-01,1,159910.023015873,66444.0,50464.0
DC,.204 SW,2022-03-01,0,146495.10317460317,53036.2,0.0
DC,.204 SW,2022-03-01,1,122294.85714285714,147753.16,29952.125
DC,.204 SW,2022-04-01,0,62778.52579365079,55507.54,11863.0
DC,.204 SW,2022-04-01,1,396188.51785714284,69914.4,147133.79285714286
DC,.204 SW,2022-05-01,0,23602.066666666666,83965.95,63362.71428571428
DC,.204 SW,2022-05-01,1,295267.5360805861,75724.0,238288.2380952381
DC,.204 SW,2022-06-01,0,51612.0,70536.6,46627.543650793654
DC,.204 SW,2022-06-01,1,197214.6666666667,165903.5,154852.62301587302
DC,.204 SW,2022-07-01,0,0.0,33138.0,171881.10317460317
DC,.204 SW,2022-07-01,1,4773.0,112405.86,80768.25714285714
DC,.204 SW,2022-08-01,0,33157.666666666664,61073.24,23173.650793650795
DC,.204 SW,2022-08-01,1,215018.53968253967,187784.59,301277.1111111111
DC,.204 SW,2022-09-01,0,0.0,71346.5,39604.875
DC,.204 SW,2022-09-01,1,0.0,286537.1199999999,140625.40674603175
DC,.204 SW,2022-10-01,0,8197.5,23736.519999999902,23602.066666666666
DC,.204 SW,2022-10-01,1,188324.16666666666,229682.4,237538.3694139194
DC,.204 SW,2022-11-01,0,15150.25,0.0,16417.0
DC,.204 SW,2022-11-01,1,311044.08928571426,91094.4,194187.16666666666
DC,.204 SW,2022-12-01,0,0.0,68492.1,51700.33333333333
DC,.204 SW,2022-12-01,1,58637.5,199396.37,120253.47619047618
DC,.204 SW,2023-01-01,0,5168.666666666667,0.0,16652.333333333332
DC,.204 SW,2023-01-01,1,287078.04365079367,74820.87,127786.73015873015
DC,.204 SW,2023-02-01,0,22614.275,90334.19,8197.5
DC,.204 SW,2023-02-01,1,166424.8650793651,257879.96999999988,109922.64285714286
DC,.204 SW,2023-03-01,0,0.0,20971.61999999999,0.0
DC,.204 SW,2023-03-01,1,37500.75,250500.03,268456.2380952381
DC,.204 SW,2023-04-01,0,97910.57341269842,0.0,4358.5
DC,.204 SW,2023-04-01,1,79885.77976190476,241467.56,116287.875
DC,.204 SW,2023-05-01,0,41401.09206349206,0.0,10791.75
DC,.204 SW,2023-05-01,1,256431.73333333334,468735.9099999998,281255.0833333333
DC,.204 SW,2023-06-01,0,42726.0,27443.58,5168.666666666667
DC,.204 SW,2023-06-01,1,175413.71111111113,312939.81,129477.46031746033
DC,.204 SW,2023-07-01,0,0.0,0.0,22614.275
DC,.204 SW,2023-07-01,1,36218.57142857143,173130.0,139487.3650793651
DC,.204 SW,2023-08-01,0,173833.14285714284,25620.41,46412.222222222226
DC,.204 SW,2023-08-01,1,506131.375,136352.46,22528.95
DC,.204 SW,2023-09-01,0,54533.21111111111,61612.24,15292.375
DC,.204 SW,2023-09-01,1,325398.76587301586,96086.0,74901.80952380953
DC,.204 SW,2023-10-01,0,26286.17142857143,25060.16,36205.97619047619
DC,.204 SW,2023-10-01,1,247524.86984126986,111451.16999999998,86340.11309523809
DC,.204 SW,2023-11-01,0,4531.666666666667,10059.55,41401.09206349206
DC,.204 SW,2023-11-01,1,54933.666666666664,151853.36,301028.82380952383
DC,.204 SW,2023-12-01,0,142755.801984127,84318.84,49676.857142857145
DC,.204 SW,2023-12-01,1,480117.2003968254,150413.73,100650.8492063492
DC,.204 SW,2024-01-01,0,62928.45238095238,5056.5,7234.285714285715
DC,.204 SW,2024-01-01,1,325040.54761904763,114167.1,375015.875
DC,.204 SW,2024-02-01,0,0.0,0.0,24879.0
DC,.204 SW,2024-02-01,1,47973.0,170856.0,160201.67857142858
DC,.204 SW,2024-03-01,0,62465.600000000006,7645.41,4526.1
DC,.204 SW,2024-03-01,1,219002.32857142857,129145.1599999999,95746.88888888889
DC,.204 SW,2024-04-01,0,111269.19166666667,0.0,54495.71111111111
DC,.204 SW,2024-04-01,1,188145.59761904762,246867.81,168908.56825396826
DC,.204 SW,2024-05-01,0,61197.61309523809,29001.999999999898,49398.28571428571
DC,.204 SW,2024-05-01,1,108830.6369047619,309894.24,266381.40476190473
DC,.204 SW,2024-06-01,0,27976.800000000003,44435.16,106173.69047619047
DC,.204 SW,2024-06-01,1,157719.19999999998,90487.3,176331.5
DC,.204 SW,2024-07-01,0,107631.43333333333,14112.0,10886.541666666668
DC,.204 SW,2024-07-01,1,280227.15714285715,179250.6,175032.68452380953
DC,.204 SW,2024-08-01,0,19293.428571428572,7079.1,139636.8
DC,.204 SW,2024-08-01,1,107036.02976190476,133613.76,68777.47619047618
DC,.204 SW,2024-09-01,0,203301.07936507935,7356.64,88879.38888888889
DC,.204 SW,2024-09-01,1,69013.92063492064,210970.2,208934.6349206349
DC,.204 SW,2024-10-01,0,0.0,10506.2,12033.185714285715
DC,.204 SW,2024-10-01,1,0.0,169760.35,344926.13333333336
DC,.204 SW,2024-11-01,0,45834.0,0.0,40264.975000000006
DC,.204 SW,2024-11-01,1,0.0,91942.2,185201.15
DC,.204 SW,2024-12-01,0,148481.0,134616.6,63516.19642857143
DC,.204 SW,2024-12-01,1,48149.0,139339.2,169157.01904761905
DC,.204 SW,2025-01-01,0,97004.0,0.0,68398.5
DC,.204 SW,2025-01-01,1,0.0,0.0,182228.35714285713
DC,.204 XL,2022-04-01,0,18777.196969696968,0.0,0.0
DC,.204 XL,2022-04-01,1,37749.545454545456,0.0,0.0
DC,.204 XL,2022-05-01,0,0.0,0.0,11792.0
DC,.204 XL,2022-05-01,1,0.0,0.0,23584.0
DC,.204 XL,2022-06-01,0,0.0,0.0,3957.3333333333335
DC,.204 XL,2022-06-01,1,0.0,0.0,29680.0
DC,.204 XL,2022-09-01,0,0.0,0.0,1810.8181818181818
DC,.204 XL,2022-09-01,1,0.0,0.0,25351.0
DC,.204 XL,2022-11-01,0,0.0,0.0,8778.363636363636
DC,.204 XL,2022-11-01,1,0.0,0.0,19751.545454545452
DC,.204 XL,2022-12-01,0,0.0,0.0,9998.833333333334
DC,.204 XL,2022-12-01,1,0.0,0.0,17998.0
DC,.204 XL,2024-01-01,0,9563.6,0.0,0.0
DC,.204 XL,2024-01-01,1,13951.5,0.0,0.0
DC,.204 XL,2024-02-01,1,83387.0,0.0,0.0
DC,.204 XL,2024-07-01,0,0.0,0.0,9563.6
DC,.204 XL,2024-07-01,1,0.0,0.0,13951.5
DC,.204 XL,2024-08-01,0,17770.2,0.0,0.0
DC,.204 XL,2024-08-01,1,20308.8,0.0,35348.0
DC,.204 XL,2024-10-01,0,21850.444444444445,0.0,0.0
DC,.204 XL,2024-10-01,1,16387.666666666668,0.0,0.0
DC,.204 XL,2025-01-01,1,0.0,0.0,48039.0
DC,.224 ST,2022-01-01,0,0.0,25352.8,0.0
DC,.224 ST,2022-01-01,1,0.0,12239.64999999999,0.0
DC,.224 ST,2022-02-01,0,0.0,22524.24999999999,0.0
DC,.224 ST,2022-02-01,1,0.0,44789.04999999999,0.0
DC,.224 ST,2022-03-01,0,24082.719696969696,8241.6,0.0
DC,.224 ST,2022-03-01,1,42682.143939393936,20582.14999999999,0.0
DC,.224 ST,2022-04-01,0,15745.128787878788,0.0,9316.8
DC,.224 ST,2022-04-01,1,66860.63636363637,19743.80999999999,27950.399999999998
DC,.224 ST,2022-05-01,0,0.0,24969.2,20622.696969696968
DC,.224 ST,2022-05-01,1,0.0,12941.8,43106.507575757576
DC,.224 ST,2022-06-01,0,0.0,24036.8,7096.700000000001
DC,.224 ST,2022-06-01,1,0.0,52927.55999999998,28386.7
DC,.224 ST,2022-07-01,0,0.0,4120.8,2010.8333333333333
DC,.224 ST,2022-07-01,1,0.0,34232.65,60980.34090909091
DC,.224 ST,2022-08-01,0,0.0,14702.8,2026.4166666666667
DC,.224 ST,2022-08-01,1,0.0,24661.1,58736.75
DC,.224 ST,2022-09-01,0,0.0,4120.8,12524.803030303032
DC,.224 ST,2022-09-01,1,0.0,86271.29000000001,52034.89393939394
DC,.224 ST,2022-10-01,0,5978.166666666666,4517.76,0.0
DC,.224 ST,2022-10-01,1,74403.83333333333,66495.88,0.0
DC,.224 ST,2022-11-01,0,37817.5,0.0,21356.128787878788
DC,.224 ST,2022-11-01,1,191303.88005050505,47930.12999999999,70344.30303030302
DC,.224 ST,2022-12-01,0,29150.75,10810.03,10086.083333333332
DC,.224 ST,2022-12-01,1,44735.51666666666,48617.98999999999,16137.75
DC,.224 ST,2023-01-01,0,0.0,6230.0,0.0
DC,.224 ST,2023-01-01,1,0.0,20473.08999999999,0.0
DC,.224 ST,2023-02-01,0,0.0,9418.689999999999,0.0
DC,.224 ST,2023-02-01,1,0.0,40697.13,0.0
DC,.224 ST,2023-03-01,0,0.0,20014.7,5978.166666666666
DC,.224 ST,2023-03-01,1,0.0,60222.35999999998,74403.83333333333
DC,.224 ST,2023-04-01,0,13605.963636363636,0.0,0.0
DC,.224 ST,2023-04-01,1,89442.87626262626,118328.88999999988,28550.25
DC,.224 ST,2023-05-01,1,0.0,64211.76999999989,53133.94444444444
DC,.224 ST,2023-06-01,0,9283.431818181818,23233.4,26932.166666666668
DC,.224 ST,2023-06-01,1,39721.84848484848,129533.03999999988,50225.083333333336
DC,.224 ST,2023-07-01,0,14295.083333333334,6002.2,11491.5
DC,.224 ST,2023-07-01,1,57215.25,40413.6,37960.97727272727
DC,.224 ST,2023-08-01,0,5912.5,13298.0,0.0
DC,.224 ST,2023-08-01,1,101049.7,128980.93,0.0
DC,.224 ST,2023-09-01,0,11580.0,7484.75,10885.333333333332
DC,.224 ST,2023-09-01,1,76086.7803030303,157726.53999999998,38670.875
DC,.224 ST,2023-10-01,0,6032.333333333334,2406.1899999999996,17659.25
DC,.224 ST,2023-10-01,1,44435.58333333333,71787.53,56557.85
DC,.224 ST,2023-11-01,0,0.0,29130.5,13605.963636363636
DC,.224 ST,2023-11-01,1,0.0,90111.8,60383.29292929293
DC,.224 ST,2023-12-01,0,40895.78205128205,20471.56,6156.416666666666
DC,.224 ST,2023-12-01,1,127228.60128205128,96571.4,28729.916666666664
DC,.224 ST,2024-01-01,0,43381.583333333336,0.0,12020.666666666666
DC,.224 ST,2024-01-01,1,33917.91666666667,47225.74999999999,70618.53333333334
DC,.224 ST,2024-02-01,1,0.0,53428.5,0.0
DC,.224 ST,2024-03-01,0,2061.3,5521.19,14682.181818181816
DC,.224 ST,2024-03-01,1,28858.200000000004,42759.23999999999,52318.681818181816
DC,.224 ST,2024-04-01,0,9781.676767676767,8286.84,0.0
DC,.224 ST,2024-04-01,1,91494.46464646465,70156.57999999999,42967.0
DC,.224 ST,2024-05-01,0,12357.0,10452.5,14244.083333333332
DC,.224 ST,2024-05-01,1,52608.0,39944.19999999999,93385.0303030303
DC,.224 ST,2024-06-01,0,14580.0,3696.26,0.0
DC,.224 ST,2024-06-01,1,18225.0,69029.01999999999,0.0
DC,.224 ST,2024-07-01,0,13465.800000000001,1441.17,30283.166666666668
DC,.224 ST,2024-07-01,1,20198.7,68090.1,80570.71666666667
DC,.224 ST,2024-08-01,0,0.0,3935.19,38544.19871794872
DC,.224 ST,2024-08-01,1,0.0,44059.49999999998,82318.63461538461
DC,.224 ST,2024-09-01,0,4903.1,11336.189999999999,0.0
DC,.224 ST,2024-09-01,1,31870.4,65319.04999999999,0.0
DC,.224 ST,2024-10-01,0,20220.8,6517.4,2061.3
DC,.224 ST,2024-10-01,1,17693.2,35989.44999999999,63134.700000000004
DC,.224 ST,2024-11-01,0,23148.818181818184,0.0,19945.454545454544
DC,.224 ST,2024-11-01,1,13889.272727272728,67864.05,56890.90909090909
DC,.224 ST,2024-12-01,0,22827.6,15107.64,0.0
DC,.224 ST,2024-12-01,1,15218.4,36617.09,0.0
DC,.224 ST,2025-01-01,0,66905.7,0.0,24769.322222222225
DC,.224 ST,2025-01-01,1,15712.3,0.0,113242.12222222223
DC,.224 SW,2022-01-01,0,0.0,12971.6999999999,0.0
DC,.224 SW,2022-01-01,1,0.0,74559.64999999989,42241.0
DC,.224 SW,2022-02-01,0,0.0,34973.7,0.0
DC,.224 SW,2022-02-01,1,0.0,42370.13,144204.0
DC,.224 SW,2022-03-01,0,0.0,66088.6699999999,107674.08730158731
DC,.224 SW,2022-03-01,1,0.0,266128.87999999983,387577.1666666667
DC,.224 SW,2022-04-01,1,0.0,171114.5699999999,248102.18095238096
DC,.224 SW,2022-05-01,0,48009.933333333334,150151.6499999999,27304.238095238095
DC,.224 SW,2022-05-01,1,319752.1142857143,210963.3999999999,247401.46666666667
DC,.224 SW,2022-06-01,0,82183.17857142857,33222.54999999999,11627.714285714286
DC,.224 SW,2022-06-01,1,460267.9166666667,399975.7999999999,374425.95714285714
DC,.224 SW,2022-07-01,0,142187.83333333334,0.0,5703.714285714285
DC,.224 SW,2022-07-01,1,440334.1666666667,283256.01,200617.85714285713
DC,.224 SW,2022-08-01,0,0.0,34076.93,0.0
DC,.224 SW,2022-08-01,1,325931.5238095238,141413.82,361065.3333333333
DC,.224 SW,2022-09-01,0,6428.0,27834.75,48009.933333333334
DC,.224 SW,2022-09-01,1,137833.8333333333,705914.6299999998,269531.1142857143
DC,.224 SW,2022-10-01,0,0.0,12268.3699999999,0.0
DC,.224 SW,2022-10-01,1,73428.5,364364.5099999999,313851.38095238095
DC,.224 SW,2022-11-01,0,57610.5,0.0,216302.17857142858
DC,.224 SW,2022-11-01,1,114283.83333333334,561228.7699999996,505477.53571428574
DC,.224 SW,2022-12-01,0,0.0,71597.5,8068.833333333333
DC,.224 SW,2022-12-01,1,243913.6369047619,633226.8999999997,318141.35714285716
DC,.224 SW,2023-01-01,0,191262.79047619048,0.0,0.0
DC,.224 SW,2023-01-01,1,696164.9285714285,263967.7599999999,105186.33333333333
DC,.224 SW,2023-02-01,0,49688.357142857145,7210.0,6428.0
DC,.224 SW,2023-02-01,1,1089680.907142857,217407.35,195139.3333333333
DC,.224 SW,2023-03-01,0,14487.42857142857,103437.2299999999,57610.5
DC,.224 SW,2023-03-01,1,236965.74285714285,525763.57,114283.83333333334
DC,.224 SW,2023-04-01,0,12952.222222222223,0.0,0.0
DC,.224 SW,2023-04-01,1,182134.56666666665,265595.33,243913.6369047619
DC,.224 SW,2023-05-01,0,0.0,0.0,19448.0
DC,.224 SW,2023-05-01,1,242026.23333333334,489671.7499999997,272710.50952380954
DC,.224 SW,2023-06-01,0,7187.0,81581.79999999999,120994.93333333333
DC,.224 SW,2023-06-01,1,232281.5,374347.4699999999,365419.7047619048
DC,.224 SW,2023-07-01,0,38422.142857142855,26476.14,50819.85714285714
DC,.224 SW,2023-07-01,1,234387.57142857142,673987.4999999997,332305.4761904762
DC,.224 SW,2023-08-01,0,52343.1,47905.85,0.0
DC,.224 SW,2023-08-01,1,485253.9,337231.5999999998,161230.2857142857
DC,.224 SW,2023-09-01,0,83867.61904761905,488.8,10951.5
DC,.224 SW,2023-09-01,1,613684.1,287098.0,120221.96666666667
DC,.224 SW,2023-10-01,0,0.0,0.0,44886.222222222226
DC,.224 SW,2023-10-01,1,0.0,282582.5999999999,466044.03571428574
DC,.224 SW,2023-11-01,0,14128.57142857143,38311.9,21290.285714285714
DC,.224 SW,2023-11-01,1,142100.2857142857,83469.25,366778.8476190476
DC,.224 SW,2023-12-01,0,131588.24801587302,61269.74,0.0
DC,.224 SW,2023-12-01,1,966166.9087301587,254071.29999999978,260195.05238095237
DC,.224 SW,2024-01-01,0,94416.2,0.0,7187.0
DC,.224 SW,2024-01-01,1,345493.8,241489.6999999999,444368.0
DC,.224 SW,2024-02-01,0,39352.5,0.0,55667.642857142855
DC,.224 SW,2024-02-01,1,50375.5,410032.29999999993,463257.0714285714
DC,.224 SW,2024-03-01,0,0.0,4253.0,69783.33333333333
DC,.224 SW,2024-03-01,1,0.0,377222.66000000003,463748.76666666666
DC,.224 SW,2024-04-01,0,24577.199999999997,27815.3999999999,28212.857142857145
DC,.224 SW,2024-04-01,1,422350.15714285715,272005.0,200108.47619047618
DC,.224 SW,2024-05-01,0,13139.42857142857,41269.5,60587.808333333334
DC,.224 SW,2024-05-01,1,131725.57142857142,265193.8,500000.95952380955
DC,.224 SW,2024-06-01,0,0.0,31955.4,0.0
DC,.224 SW,2024-06-01,1,0.0,307315.54,178003.08333333334
DC,.224 SW,2024-07-01,0,139302.06666666665,33198.0,75629.83333333333
DC,.224 SW,2024-07-01,1,336255.93333333335,423495.65,324923.8333333333
DC,.224 SW,2024-08-01,0,171005.66666666666,7596.0,16950.777777777777
DC,.224 SW,2024-08-01,1,513082.0238095238,257937.6499999999,329466.52777777775
DC,.224 SW,2024-09-01,0,12612.619047619048,6720.75,23548.428571428572
DC,.224 SW,2024-09-01,1,53246.73809523809,385239.55,274705.54761904763
DC,.224 SW,2024-10-01,0,138214.97619047618,16131.5,93802.62857142856
DC,.224 SW,2024-10-01,1,162138.2142857143,328958.74999999977,374453.22857142857
DC,.224 SW,2024-11-01,0,146106.6666666667,0.0,28299.2
DC,.224 SW,2024-11-01,1,146106.66666666666,303133.9,308503.65714285715
DC,.224 SW,2024-12-01,0,0.0,64071.9799999998,24063.5
DC,.224 SW,2024-12-01,1,145196.0,492523.04999999993,155139.33333333334
DC,.224 SW,2025-01-01,0,213433.4,0.0,178545.8523809524
DC,.224 SW,2025-01-01,1,177577.6,0.0,356719.50476190477
DC,.236 ST,2022-01-01,0,0.0,2839.5,0.0
DC,.236 ST,2022-01-01,1,0.0,11069.72,0.0
DC,.236 ST,2022-02-01,0,0.0,17876.6,0.0
DC,.236 ST,2022-02-01,1,0.0,26383.72,0.0
DC,.236 ST,2022-03-01,0,0.0,7543.61,0.0
DC,.236 ST,2022-03-01,1,0.0,33696.68,0.0
DC,.236 ST,2022-04-01,0,0.0,0.0,1986.0
DC,.236 ST,2022-04-01,1,0.0,26069.28,27804.0
DC,.236 ST,2022-05-01,0,0.0,39132.299999999996,0.0
DC,.236 ST,2022-05-01,1,0.0,19771.5,0.0
DC,.236 ST,2022-06-01,0,0.0,21926.4,0.0
DC,.236 ST,2022-06-01,1,0.0,64503.76999999999,0.0
DC,.236 ST,2022-07-01,0,0.0,3777.2,0.0
DC,.236 ST,2022-07-01,1,0.0,43922.99999999998,0.0
DC,.236 ST,2022-08-01,0,0.0,13414.6,0.0
DC,.236 ST,2022-08-01,1,0.0,27626.699999999997,0.0
DC,.236 ST,2022-09-01,0,0.0,3777.2,3724.0
DC,.236 ST,2022-09-01,1,0.0,116127.32999999999,22344.0
DC,.236 ST,2022-10-01,0,0.0,2806.2,15666.181818181818
DC,.236 ST,2022-10-01,1,0.0,52327.41,17470.0
DC,.236 ST,2022-11-01,0,0.0,0.0,7991.666666666667
DC,.236 ST,2022-11-01,1,0.0,96029.99999999999,42132.97727272727
DC,.236 ST,2022-12-01,0,0.0,14457.849999999999,6123.416666666667
DC,.236 ST,2022-12-01,1,0.0,69589.9,22452.583333333336
DC,.236 ST,2023-01-01,0,24383.030303030304,5612.4,0.0
DC,.236 ST,2023-01-01,1,30964.0303030303,27161.8,0.0
DC,.236 ST,2023-02-01,0,17990.666666666668,8455.77,9535.0
DC,.236 ST,2023-02-01,1,95997.08333333333,43277.55,11442.0
DC,.236 ST,2023-03-01,0,33400.083333333336,20872.8,6178.5
DC,.236 ST,2023-03-01,1,64351.583333333336,52402.94999999998,43223.72727272727
DC,.236 ST,2023-04-01,0,19325.555555555555,0.0,0.0
DC,.236 ST,2023-04-01,1,127113.42777777778,90455.65,0.0
DC,.236 ST,2023-05-01,0,20346.0,0.0,0.0
DC,.236 ST,2023-05-01,1,90924.5,53790.74,14104.25
DC,.236 ST,2023-06-01,0,0.0,28233.45,16151.583333333334
DC,.236 ST,2023-06-01,1,0.0,44023.05999999999,33872.08333333333
DC,.236 ST,2023-07-01,0,0.0,9523.1,24383.030303030304
DC,.236 ST,2023-07-01,1,0.0,69473.94999999998,30964.0303030303
DC,.236 ST,2023-08-01,0,0.0,20424.6,0.0
DC,.236 ST,2023-08-01,1,0.0,158414.24,18303.75
DC,.236 ST,2023-09-01,0,0.0,0.0,11089.333333333332
DC,.236 ST,2023-09-01,1,0.0,205189.41,11089.333333333332
DC,.236 ST,2023-10-01,0,2002.5833333333333,2188.6099999999997,24149.833333333332
DC,.236 ST,2023-10-01,1,56439.71666666667,43147.15,53349.083333333336
DC,.236 ST,2023-11-01,0,22476.0,27044.6,5112.222222222223
DC,.236 ST,2023-11-01,1,11238.0,41047.4,77112.23333333334
DC,.236 ST,2023-12-01,0,43139.73543123543,15625.24,0.0
DC,.236 ST,2023-12-01,1,205032.75419580418,53954.49,27971.25
DC,.236 ST,2024-01-01,0,0.0,0.0,20346.0
DC,.236 ST,2024-01-01,1,0.0,55725.95,62953.25
DC,.236 ST,2024-02-01,0,0.0,0.0,12197.0
DC,.236 ST,2024-02-01,1,0.0,52952.2,16262.666666666666
DC,.236 ST,2024-03-01,0,0.0,4994.8099999999995,4018.9166666666665
DC,.236 ST,2024-03-01,1,0.0,48228.35,77386.61111111111
DC,.236 ST,2024-04-01,0,10321.333333333332,6616.7,0.0
DC,.236 ST,2024-04-01,1,82490.4696969697,72598.71,0.0
DC,.236 ST,2024-05-01,0,0.0,10425.6,0.0
DC,.236 ST,2024-05-01,1,0.0,23250.0,42421.8
DC,.236 ST,2024-06-01,0,0.0,9957.95,0.0
DC,.236 ST,2024-06-01,1,0.0,74423.51999999999,0.0
DC,.236 ST,2024-07-01,0,0.0,2357.27,38629.705128205125
DC,.236 ST,2024-07-01,1,0.0,63673.94,81425.66025641025
DC,.236 ST,2024-08-01,0,36296.03333333333,4818.76,0.0
DC,.236 ST,2024-08-01,1,39680.46666666667,40633.9,38994.909090909096
DC,.236 ST,2024-09-01,0,0.0,8808.61,24835.0
DC,.236 ST,2024-09-01,1,0.0,88539.45,34827.72727272727
DC,.236 ST,2024-10-01,0,20485.4,3115.0,0.0
DC,.236 ST,2024-10-01,1,15364.0,42686.0,35025.63636363637
DC,.236 ST,2024-11-01,0,50432.9,0.0,4098.545454545455
DC,.236 ST,2024-11-01,1,25097.6,86650.36999999998,30739.09090909091
DC,.236 ST,2024-12-01,0,0.0,17013.9,0.0
DC,.236 ST,2024-12-01,1,0.0,35011.91,0.0
DC,.236 ST,2025-01-01,0,0.0,0.0,29464.651515151516
DC,.236 ST,2025-01-01,1,0.0,0.0,41993.66666666667
DC,.236 SW,2022-02-01,0,22528.690476190477,15590.7,0.0
DC,.236 SW,2022-02-01,1,106030.73809523809,42189.0,0.0
DC,.236 SW,2022-03-01,0,82857.04761904762,0.0,15300.0
DC,.236 SW,2022-03-01,1,87230.09523809524,92762.2499999999,15300.0
DC,.236 SW,2022-04-01,1,0.0,83690.0,0.0
DC,.236 SW,2022-05-01,1,0.0,73850.25,97246.0
DC,.236 SW,2022-06-01,0,0.0,14040.0,0.0
DC,.236 SW,2022-06-01,1,0.0,32587.760000000002,0.0
DC,.236 SW,2022-07-01,1,0.0,39195.0,0.0
DC,.236 SW,2022-08-01,1,0.0,69755.25,58973.33333333333
DC,.236 SW,2022-09-01,1,0.0,255516.13999999998,104289.33333333333
DC,.236 SW,2022-10-01,1,0.0,121044.4,15344.166666666668
DC,.236 SW,2022-11-01,0,0.0,0.0,54729.333333333336
DC,.236 SW,2022-11-01,1,0.0,161847.47,196803.64285714287
DC,.236 SW,2022-12-01,0,0.0,14040.0,257484.44642857142
DC,.236 SW,2022-12-01,1,0.0,182664.35,19483.285714285714
DC,.236 SW,2023-01-01,1,0.0,35515.78,61810.0
DC,.236 SW,2023-02-01,0,0.0,44522.5,81027.33333333334
DC,.236 SW,2023-02-01,1,0.0,195464.47,80417.0
DC,.236 SW,2023-03-01,0,0.0,276431.6599999999,0.0
DC,.236 SW,2023-03-01,1,0.0,68610.14,223512.3333333333
DC,.236 SW,2023-04-01,0,79567.9761904762,0.0,0.0
DC,.236 SW,2023-04-01,1,115168.21428571429,145303.5,111145.16666666667
DC,.236 SW,2023-05-01,0,0.0,0.0,38474.5
